,school,school_norm,school_standard,specialization,specialization_norm,specialization_standard
9520,Trường THPT Kim Xuyên,trung hoc pho thong kim xuyen,trung hoc pho thong kim xuyen,Chuyên ngành,chuyen nganh,chuyen nganh
9521,Fpt Arena Multimedia,fpt arena multimedia,fpt arena multimedia,Chuyên ngành,chuyen nganh,chuyen nganh
9522,Đại Học Bôn Ba,dai hoc bon ba,dai hoc bon ba,Chuyên ngành,chuyen nganh,chuyen nganh
9523,Diễn Đàn Sinh Viên đại học Kinh Tế Quốc Dân,dien dan sinh vien dai hoc kinh te quoc dan,dien dan sinh vien dai hoc kinh te quoc dan,Chuyên ngành,chuyen nganh,chuyen nganh
9524,Trường Trung học Văn hóa Nghệ thuật Bình Định,trung hoc van hoa nghe thuat binh dinh,trung hoc van hoa nghe thuat binh dinh,Thanh nhac,thanh nhac,thanh nhac
9525,Trường Đại học Công nghệ Tp. Hồ Chí Minh,dai hoc cong nghe hcm,dai hoc cong nghe hcm,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
9526,Đại Học Nguyễn Tất Thành,dai hoc nguyen tat thanh,dai hoc nguyen tat thanh,Chuyên ngành,chuyen nganh,chuyen nganh
9527,THPT Mạc Đĩnh Chi - Quận 6,trung hoc pho thong mac dinh chi quan 6,trung hoc pho thong mac dinh chi quan 6,Chuyên ngành,chuyen nganh,chuyen nganh
9528,Trường Đại Học Công Nghiệp TP.HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Kỹ thuật điện tử Viễn thông,ky thuat dien tu vien thong,ky thuat dien tu vien thong
9529,thpt phú điền,trung hoc pho thong phu dien,trung hoc pho thong phu dien,Chuyên ngành,chuyen nganh,chuyen nganh
9530,cao dang cong thuong tp.hcm,cao dang cong thuong hcm,cao dang cong thuong hcm,tai chinh ngan hang,tai chinh ngan hang,tai chinh ngan hang
9531,Đại học Công Nghiệp Tp. HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Tài chính Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
9532,Cao Dang Ky Thuat Cao Thang,cao dang ky thuat cao thang,cao dang ky thuat cao thang,Chuyên ngành,chuyen nganh,chuyen nganh
9533,"THPT Nguyễn Trãi , Q4 , Sài Gòn",trung hoc pho thong nguyen trai q4 sai gon,trung hoc pho thong nguyen trai q4 sai gon,Chuyên ngành,chuyen nganh,chuyen nganh
9534,Đại học Thủy Lợi - WRU,dai hoc thuy loi wru,dai hoc thuy loi wru,Kĩ thuật công trình xây dựng,ki thuat cong trinh xay dung,cong nghe ky thuat cong trinh xay dung
9535,THPT Phan Huy Chú - Đống Đa,trung hoc pho thong phan huy chu dong da,trung hoc pho thong phan huy chu dong da,Đa khoa,da khoa,CannotFound
9536,đại học thăng long,dai hoc thang long,dai hoc thang long,kế toán,ke toan,ke toan
9537,học viện tài chính,hoc vien tai chinh,hoc vien tai chinh,tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
9538,IUH University,iuh university,iuh university,Chuyên ngành,chuyen nganh,chuyen nganh
9539,THPT Nguyễn Huệ - Đăk Đoa - Gia Lai,trung hoc pho thong nguyen hue dak doa gia lai,trung hoc pho thong nguyen hue dak doa gia lai,Chuyên ngành,chuyen nganh,chuyen nganh
9540,Foreign Trade University,foreign trade university,foreign trade university,Chuyên ngành,chuyen nganh,chuyen nganh
9541,Trung học phổ thông Trần Hưng Đạo,trung hoc pho thong tran hung dao,trung hoc pho thong tran hung dao,cấp 3,cap 3,CannotFound
9542,CNTT Sài gòn,cong nghe thong tin sai gon,cong nghe thong tin sai gon,Đồ họa đa truyền thông,do hoa da truyen thong,CannotFound
9543,Cao Đẳng Giao Thông Vận Tải 3,cao dang giao thong van tai 3,cao dang giao thong van tai 3,Chuyên ngành,chuyen nganh,chuyen nganh
9544,Đại Học Tài Nguyên Và Môi Trường TP.HCM,dai hoc tai nguyen moi truong hcm,dai hoc tai nguyen moi truong hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9545,TRƯỜNG ĐH KHXH VÀ NV TP HCM,dai hoc khoa hoc xa hoi nhan van hcm,dai hoc khoa hoc xa hoi nhan van hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9546,National Economics University of Vietnam,national economics university of vietnam,national economics university of vietnam,Chuyên ngành,chuyen nganh,chuyen nganh
9547,Planet American English School,planet american english school,planet american english school,English,english,ngon ngu anh
9548,The College Of Finance and Customs,the college of finance and customs,the college of finance and customs,International Business,international business,kinh doanh quoc te
9549,Trường Đại Học Văn Hiến TP.HCM,dai hoc van hien hcm,dai hoc van hien hcm,Tâm lý học,tam ly hoc,tam ly hoc
9550,CAO ĐẲNG CÔNG NGHỆ THỦ ĐỨC,cao dang cong nghe thu duc,cao dang cong nghe thu duc,"Anh văn, Kế toán, Công nghệ thông tin",anh van ke toan cong nghe thong tin,cong nghe thong tin
9551,Trường Đại học Nha Trang,dai hoc nha trang,dai hoc nha trang,Game,game,CannotFound
9552,truong dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9553,DIGITAL MARKETING,digital marketing,digital marketing,Marketing,marketing,marketing
9554,Bachkhoa-Aptech,bachkhoa aptech,bachkhoa aptech,Lập trình hướng đối tượng,lap trinh huong doi tuong,CannotFound
9555,TRƯỜNG ĐẠI HỌC KINH DOANH VÀ CÔNG NGHỆ HÀ NỘI,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,quan trị,quan tri,quan tri nhan luc
9556,Cơ Điện Hà Nội,co dien ha noi,co dien ha noi,CNTT,cong nghe thong tin,cong nghe thong tin
9557,Lu doan bo binh phong thu dao 242,lu doan bo binh phong thu dao 242,lu doan bo binh phong thu dao 242,Kĩ thuật chiến đấu bộ binh,ki thuat chien dau bo binh,CannotFound
9558,IUH -  ĐH Công Nghiệp TP.HCM,iuh dai hoc cong nghiep hcm,iuh dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9559,THPT Phạm Văn Đồng Krong Ana Daklak,trung hoc pho thong pham van dong krong ana daklak,trung hoc pho thong pham van dong krong ana daklak,Chuyên ngành,chuyen nganh,chuyen nganh
9560,CDCN 4,cao dang cong nghe 4,cao dang cong nghe 4,điên va co khi,dien co khi,CannotFound
9561,Cao đẳng sư phạm Bến Tre,cao dang su pham ben tre,cao dang su pham ben tre,Sư phạm Mỹ thuật,su pham my thuat,su pham my thuat
9562,Trường CĐSP Đồng Nai,cao dang su pham dong nai,cao dang su pham dong nai,Anh Văn thương mai.,anh van thuong mai,CannotFound
9563,Trường Sĩ Quan Lục Quân 2,si quan luc quan 2,si quan luc quan 2,Quân sự cơ sở,quan su co so,quan su co so
9564,Elite PR School,elite pr school,elite pr school,Public Relation,public relation,quan he cong chung
9565,Đại Học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Thương mại quốc tế,thuong mai quoc te,CannotFound
9566,Vietnam University of Commerce,vietnam university of commerce,vietnam university of commerce,Chuyên ngành,chuyen nganh,chuyen nganh
9567,Ho Chi Minh City University of Industry,hcm university of industry,hcm university of industry,Chuyên ngành,chuyen nganh,chuyen nganh
9568,Đại Học Bôn Ba,dai hoc bon ba,dai hoc bon ba,Chuyên ngành,chuyen nganh,chuyen nganh
9569,Đại học Nha Trang,dai hoc nha trang,dai hoc nha trang,Chuyên ngành,chuyen nganh,chuyen nganh
9570,học viện Quân y,hoc vien quan y,hoc vien quan y,bác sỹ đa khoa,bac sy da khoa,CannotFound
9571,Cao Đẳng Giao Thông Vận Tải III,cao dang giao thong van tai 3,cao dang giao thong van tai 3,Chuyên ngành,chuyen nganh,chuyen nganh
9572,cao đẳng bà rịa vũng tàu,cao dang ba ria vung tau,cao dang ba ria vung tau,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
9573,Trường Đại Học Kỹ Thuật Công Nghệ TPHCM,dai hoc ky thuat cong nghe hcm,dai hoc ky thuat cong nghe hcm,Tiếng Anh,tieng anh,su pham tieng anh
9574,thcscaasm sơn,trung hoc co socaasm son,trung hoc co socaasm son,dtddtrung binh,dtddtrung binh,CannotFound
9575,dai học kinh tê tphcmtruong,dai hoc kinh te hcmtruong,dai hoc kinh te hcmtruong,quan tri kinh doanh,quan tri kinh doanh,quan tri kinh doanh
9576,khoa y dược - đại học Đà Nẵng,khoa y duoc dai hoc da nang,khoa y duoc dai hoc da nang,Chuyên ngành,chuyen nganh,chuyen nganh
9577,Đại học Y dược TP. HCM,dai hoc y duoc hcm,dai hoc y duoc hcm,chẩn đoán hình ảnh,chan doan hinh anh,CannotFound
9578,"University of Medicine and Pharmacy, HCM city",university of medicine and pharmacy hcm,university of medicine and pharmacy hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9579,Lasan Taberd _ Bùi Thị Xuân.,lasan taberd bui thi xuan,lasan taberd bui thi xuan,trung cap sư phạm,trung cap su pham,CannotFound
9580,thật lê lợi tân kỳ,that le loi tan ky,that le loi tan ky,lao động phổ  thông,lao dong pho thong,CannotFound
9581,HUTECH - Trường Đại học Công nghệ TP.HCM,hutech truong dai hoc cong nghe hcm,hutech truong dai hoc cong nghe hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9582,Đại học Khoa học Xã hội và Nhân văn TP Hồ Chí Minh,dai hoc khoa hoc xa hoi nhan van hcm,dai hoc khoa hoc xa hoi nhan van hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9583,Đại Học Nguyễn Tất Thành,dai hoc nguyen tat thanh,dai hoc nguyen tat thanh,Chuyên ngành,chuyen nganh,chuyen nganh
9584,Đoàn - Hội Sinh viên trường ĐH Nguyễn Tất Thành,doan hoi sinh vien truong dai hoc nguyen tat thanh,doan hoi sinh vien truong dai hoc nguyen tat thanh,Chuyên ngành,chuyen nganh,chuyen nganh
9585,HUTECH - Đại học Công nghệ Tp.HCM,hutech dai hoc cong nghe hcm,hutech dai hoc cong nghe hcm,Marketing digital,marketing digital,marketing
9586,Cao Dang Y Te Ha Noi,cao dang y te ha noi,cao dang y te ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9587,đại học thủy lợi,dai hoc thuy loi,dai hoc thuy loi,kỹ thuật xây dựng công trình giao thông,ky thuat xay dung cong trinh giao thong,ky thuat xay dung cong trinh giao thong
9588,Đại Học Bôn Ba,dai hoc bon ba,dai hoc bon ba,Chuyên ngành,chuyen nganh,chuyen nganh
9589,Trường THPT Nguyễn Khuyến,trung hoc pho thong nguyen khuyen,trung hoc pho thong nguyen khuyen,Chuyên ngành,chuyen nganh,chuyen nganh
9590,Trường Đại học Công nghiệp Hà Nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9591,Đại học Bách Khoa TP.HCM,dai hoc bach khoa hcm,dai hoc bach khoa hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9592,Đại học Nông Lâm TPHCM,dai hoc nong lam hcm,dai hoc nong lam hcm,Khoa Công nghệ thực phẩm,khoa cong nghe thuc pham,cong nghe thuc pham
9593,HUTECH - Đại học Công nghệ Tp.HCM,hutech dai hoc cong nghe hcm,hutech dai hoc cong nghe hcm,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
9594,đại học tổng hợp quốc gia Belarus,dai hoc tong hop quoc gia belarus,dai hoc tong hop quoc gia belarus,Vật lý,vat ly,vat ly hoc
9595,Đại học công nghiệp TPHCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
9596,vien khoa hoc dao tao viec lam,vien khoa hoc dao tao viec lam,vien khoa hoc dao tao viec lam,lai may cong trinh,lai may cong trinh,CannotFound
9597,Trường Cao đẳng Y tế Phú Thọ,cao dang y te phu tho,cao dang y te phu tho,Dược sỹ,duoc sy,CannotFound
9598,Tay Nguyen University,tay nguyen university,tay nguyen university,Chuyên ngành,chuyen nganh,chuyen nganh
9599,ĐẠI HỌC BÁCH KHOA HÀ NỘI - HANOI UNIVERSITY OF SCIENCE AND TECHNOLOGY,dai hoc bach khoa ha noi hanoi university of science and technology,dai hoc bach khoa ha noi hanoi university of science and technology,Chuyên ngành,chuyen nganh,chuyen nganh
9600,Phát Nhất Sùng Đức,phat nhat sung duc,phat nhat sung duc,Chuyên ngành,chuyen nganh,chuyen nganh
9601,Đại Học Công Nghệ Sài Gòn ( STU),dai hoc cong nghe sai gon,dai hoc cong nghe sai gon,Kỹ Thuật công trình xây dựng,ky thuat cong trinh xay dung,cong nghe ky thuat cong trinh xay dung
9602,Học viện Tài chính,hoc vien tai chinh,hoc vien tai chinh,Tài chính Quốc tế,tai chinh quoc te,CannotFound
9603,Đại học Gia Định,dai hoc gia dinh,dai hoc gia dinh,Kế toán,ke toan,ke toan
9604,Trường Cao đẳng Kinh Tế Tp.HCM,cao dang kinh te hcm,cao dang kinh te hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9605,cao đẳng cộng đồng đồng tháp,cao dang cong dong dong thap,cao dang cong dong dong thap,dịch vụ thú y,dich vu thu y,thu y
9606,Đại Học Nguyễn Tất Thành,dai hoc nguyen tat thanh,dai hoc nguyen tat thanh,Translating and Interpreting,translating and interpreting,CannotFound
9607,Saigon Tourism Vocational College,saigon tourism vocational college,saigon tourism vocational college,Chuyên ngành quản trị lữ hành,chuyen nganh quan tri lu hanh,chuyen nganh
9608,Trường cao đẳng kinh tế kỹ thuậy quảng nam,cao dang kinh te ky thuay quang nam,cao dang kinh te ky thuay quang nam,Chuyên ngành kế toán,chuyen nganh ke toan,chuyen nganh
9609,THPT Tạ Quang Bửu,trung hoc pho thong ta quang buu,trung hoc pho thong ta quang buu,Không,khong,CannotFound
9610,Học viện phép thuật,hoc vien phep thuat,hoc vien phep thuat,Chuyên ngành,chuyen nganh,chuyen nganh
9611,Đại Học Ngân Hàng Tphcm,dai hoc ngan hang hcm,dai hoc ngan hang hcm,tài chính - Tín dụng,tai chinh tin dung,CannotFound
9612,Coventry University,coventry university,coventry university,Marketing Management,marketing management,marketing
9613,Đại học Sài Gòn,dai hoc sai gon,dai hoc sai gon,Kế toán doanh nghiệp,ke toan doanh nghiep,CannotFound
9614,Đại học Công Nghiệp Thực Phẩm Tp.HCM (HUFI),dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep thuc pham hcm,Kế toán,ke toan,ke toan
9615,Trường Cao Đẳng Công Thương TP.HCM,cao dang cong thuong hcm,cao dang cong thuong hcm,Kế toán,ke toan,ke toan
9616,Đại học Sư phạm Hà Nội,dai hoc su pham ha noi,dai hoc su pham ha noi,Văn học,van hoc,van hoc
9617,Trường Đại Học Sư Phạm Kỹ Thuật Tp.HCM,dai hoc su pham ky thuat hcm,dai hoc su pham ky thuat hcm,Kỹ sư ôtô,ky su oto,CannotFound
9618,Trường Đại học Nguyễn Tất Thành NTTU,dai hoc nguyen tat thanh nttu,dai hoc nguyen tat thanh nttu,Kế toán doanh nghiệp,ke toan doanh nghiep,CannotFound
9619,ドンズー日本語学校,donzuri ben yu xue xiao,donzuri ben yu xue xiao,Chuyên ngành,chuyen nganh,chuyen nganh
9620,Ho Chi Minh City University of Social Sciences and Humanities,hcm university of social sciences and humanities,hcm university of social sciences and humanities,English Linguistics and Literature,english linguistics and literature,CannotFound
9621,Cao đẳng Kinh tế Đối ngoại - COFER,cao dang kinh te doi ngoai cofer,cao dang kinh te doi ngoai cofer,Marketing Thuong mai,marketing thuong mai,marketing
9622,Đại Học Buôn Ba Kiếm Tiền BỏTúi,dai hoc buon ba kiem tien botui,dai hoc buon ba kiem tien botui,Chuyên ngành,chuyen nganh,chuyen nganh
9623,Official: ADS Vietnam Design Institute,official: ads vietnam design institute,official: ads vietnam design institute,Fashion Designer,fashion designer,thiet ke thoi trang
9624,Đại Học Hoa Sen,dai hoc hoa sen,dai hoc hoa sen,Chuyên ngành,chuyen nganh,chuyen nganh
9625,IUH -  ĐH Công Nghiệp TP.HCM,iuh dai hoc cong nghiep hcm,iuh dai hoc cong nghiep hcm,Business Administration,business administration,quan tri kinh doanh
9626,trường ĐH Kinh doanh và Công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
9627,Trường Đại Học Công Nghệ Miền Đông,dai hoc cong nghe mien dong,dai hoc cong nghe mien dong,Chuyên ngành,chuyen nganh,chuyen nganh
9628,Trường Đại Học Văn Hiến,dai hoc van hien,dai hoc van hien,Quan Hệ Công Chúng,quan he cong chung,quan he cong chung
9629,trung học phổ thông hiệp bình,trung hoc pho thong hiep binh,trung hoc pho thong hiep binh,phổ thông,pho thong,CannotFound
9630,HCM University of Transport,hcm university of transport,hcm university of transport,Kỹ Thuật Công Trình,ky thuat cong trinh,CannotFound
9631,Dai hoc giao thong van tai TP.HCM,dai hoc giao thong van tai hcm,dai hoc giao thong van tai hcm,Xây dựng cầu đường,xay dung cau duong,CannotFound
9632,Đại học Giao thông vận tải TpHCM,dai hoc giao thong van tai hcm,dai hoc giao thong van tai hcm,Cầu đường,cau duong,CannotFound
9633,Trường Đại học Nội vụ Hà Nội,dai hoc noi vu ha noi,dai hoc noi vu ha noi,Chuyên ngành hành chính,chuyen nganh hanh chinh,chuyen nganh
9634,đại học hà nội,dai hoc ha noi,dai hoc ha noi,ngôn ngữ Anh,ngon ngu anh,ngon ngu anh
9635,Đại học Khánh Hòa,dai hoc khanh hoa,dai hoc khanh hoa,Kế toán doanh nghiệp,ke toan doanh nghiep,CannotFound
9636,CAO ĐẲNG CÔNG NGHỆ THỦ ĐỨC,cao dang cong nghe thu duc,cao dang cong nghe thu duc,Accouting & Auditing,accouting auditing,CannotFound
9637,Đại Học Công Nghiệp TPHCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Kinh Doanh Quốc Tế,kinh doanh quoc te,kinh doanh quoc te
9638,cd cong nghe thu duc,cao dang cong nghe thu duc,cao dang cong nghe thu duc,Chuyên ngành,chuyen nganh,chuyen nganh
9639,THPT Đồng Phú,trung hoc pho thong dong phu,trung hoc pho thong dong phu,Chuyên ngành,chuyen nganh,chuyen nganh
9640,trường cao đẳng nghề quốc tế lilama2,cao dang nghe quoc te lilama2,cao dang nghe quoc te lilama2,"điện, điện điều khiển trong công nghiệp",dien dien dieu khien trong cong nghiep,CannotFound
9641,Tai Chinh QTKD,tai chinh qtkd,tai chinh qtkd,Kế toán tổng hợp,ke toan tong hop,ke toan
9642,ĐH mỹ thuât_Huế,dai hoc my thuat hue,dai hoc my thuat hue,mỹ thuât ứng dụng,my thuat ung dung,CannotFound
9643,Dai hoc Can Tho,dai hoc can tho,dai hoc can tho,su pham ngoai ngu tieng anh,su pham ngoai ngu tieng anh,su pham tieng anh
9644,Đại học Sân khấu Điện ảnh TP HCM,dai hoc san khau dien anh hcm,dai hoc san khau dien anh hcm,Sư phạm Âm nhạc-Chính quy,su pham am nhac chinh quy,su pham am nhac
9645,Trung cấp Kỹ thuật và Nghiệp vụ Nam Sài Gòn,trung cap ky thuat nghiep vu nam sai gon,trung cap ky thuat nghiep vu nam sai gon,Y Đa Khoa - YH42,y da khoa yh42,y khoa
9646,Trường Đại học Công Nghiệp TP.HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Quản trị kinh doanh tổng hợp,quan tri kinh doanh tong hop,quan tri kinh doanh
9647,Trường THPT Chu Văn An Cần Đước,trung hoc pho thong chu van an can duoc,trung hoc pho thong chu van an can duoc,Chuyên ngành,chuyen nganh,chuyen nganh
9648,trung học phổ thông năng khiếu thể dục thể thao,trung hoc pho thong nang khieu the duc the thao,trung hoc pho thong nang khieu the duc the thao,bóng đá,bong da,CannotFound
9649,DHCN-DHQGHN,dai hoc cong nghe dai hoc quoc gia ha noi,dai hoc cong nghe dai hoc quoc gia ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9650,Trường đại học công nghệ - ĐHQGHN,dai hoc cong nghe dai hoc quoc gia ha noi,dai hoc cong nghe dai hoc quoc gia ha noi,Vật liệu bán dẫn và linh kiện,vat lieu ban dan linh kien,CannotFound
9651,Đại học Quốc gia Hà Nội,dai hoc quoc gia ha noi,dai hoc quoc gia ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
